season,home_3PM_avg10,home_3P%_avg10,home_FT%_avg10,home_OREB_avg10,home_DREB_avg10,home_AST_avg10,home_TOV_avg10,home_STL_avg10,home_BLK_avg10,home_PF_avg10,home_+/-_avg10,away_3PM_avg10,away_3P%_avg10,away_FT%_avg10,away_OREB_avg10,away_DREB_avg10,away_AST_avg10,away_TOV_avg10,away_STL_avg10,away_BLK_avg10,away_PF_avg10,away_+/-_avg10,win_type,TOV_adv,TS_diff_avg,assist_to_tov_diff_avg,FTR_avg_diff,ORB_rate_diff,3PA_rate_diff,STL_rate_diff,pace_diff
1997,4.6,27.01,72.73,12.5,27.3,22.8,16.3,8.1,3.2,24.1,-10.9,6.9,36.2,69.33,14.0,28.7,20.1,16.9,8.0,5.1,25.3,1.9,away_close_win,-0.5999999999999979,-0.0258556261073859,0.20942389370893366,-0.04272796617073116,-0.03558499259503051,-0.047877894705660146,0.09999999999999964,4.531999999999982
1997,7.4,37.7,67.27000000000001,12.1,28.1,23.3,16.8,7.7,5.8,21.6,1.3,7.9,34.339999999999996,73.9,13.4,31.6,24.4,19.2,10.0,5.1,19.6,8.0,away_close_win,-2.3999999999999986,-0.012943004072885622,0.1160714285714286,-0.08289923954372624,-0.04600369441151336,-0.04406685678073516,-2.3,-5.279999999999987
1997,5.4,31.79,70.47999999999999,12.6,25.1,20.5,17.1,9.2,5.4,22.0,-11.6,4.4,24.369999999999997,67.09,12.8,25.2,20.0,16.0,8.7,5.8,20.8,-7.3,home_close_win,1.1000000000000014,-0.0091171186435548,-0.051169590643274976,-0.029987194080819624,-0.004397537379067673,-0.02996517332032414,0.5,3.784000000000006
1997,5.1,29.82,68.75,14.5,30.0,21.4,14.8,7.8,5.6,21.5,0.9,3.2,30.919999999999998,72.11,11.9,27.5,20.2,15.8,7.9,7.5,25.9,-3.6,home_normal_win,-1.0,-0.0013177662182004002,0.16746493328771805,-0.08870428934123198,0.061228548698715746,0.05526999539738395,-0.10000000000000053,1.456000000000003
1997,3.5,30.929999999999996,72.6,14.3,27.8,18.7,17.2,10.0,5.4,24.6,-0.1,6.1,34.41,73.19000000000001,13.4,32.3,25.5,13.0,7.2,4.0,20.6,16.4,away_close_win,4.199999999999999,-0.05789650006647418,-0.8743291592128801,0.0603932584269663,-0.0183757656569023,-0.06345639379347245,2.8,1.0280000000000058
1997,8.0,38.85,69.85,14.3,28.0,20.7,20.7,9.8,4.8,20.8,-0.3,7.9,39.64,65.6,12.3,27.5,23.1,16.5,8.4,5.3,22.0,1.8,away_normal_win,4.199999999999999,-0.011604473186519915,-0.40000000000000013,0.06314849092710201,0.03689434504375083,0.009255031753906795,1.4000000000000004,1.5600000000000165
1997,7.8,45.31,72.33,10.4,26.6,22.9,14.8,6.4,3.6,21.6,-2.4,6.7,36.53,74.14,11.0,29.3,24.7,15.0,11.8,5.3,22.6,13.5,home_normal_win,-0.1999999999999993,-0.027862244758256383,-0.09936936936936958,-0.06504918032786883,-0.030588455972988926,-0.0038856662463220004,-5.4,-6.759999999999991
1997,6.9,31.25,71.59,12.0,27.7,16.5,16.5,7.6,5.2,19.4,-1.4,5.2,30.879999999999995,71.64,11.5,25.5,22.0,16.2,9.4,5.3,22.5,-8.8,home_blowout_win,0.3000000000000007,0.009199329803788514,-0.3580246913580247,0.04959445311976762,0.02663265306122453,0.06311268246084645,-1.8000000000000007,-3.0
1997,8.1,38.38,80.53,13.5,25.5,18.3,18.8,10.1,5.5,25.5,-3.2,4.3,38.5,73.06,11.5,28.3,20.7,16.04,5.3,4.3,25.8,-10.44,away_normal_win,2.7600000000000016,0.008139194827622265,-0.3171194354539183,-0.025439821940188956,0.012155696366222712,0.12370894797906853,4.8,2.3440000000000083
1997,6.0,32.33,63.86,12.6,29.4,21.7,18.4,8.2,3.6,25.4,-4.9,4.3,22.7,67.39,13.2,24.8,20.5,15.8,8.3,5.4,20.2,-6.9,home_close_win,2.599999999999998,0.02848405724761316,-0.11812052834342324,0.050684405036013236,0.027039240792347652,-0.025598704280062168,-0.10000000000000142,7.079999999999998
1997,8.4,35.1,74.75999999999999,13.7,30.4,24.8,18.8,9.2,4.7,20.1,8.2,5.8,31.080000000000002,72.94,13.6,32.9,19.5,17.1,6.7,5.1,23.1,7.2,home_close_win,1.6999999999999993,0.03956211863928749,0.17879805897723022,0.06034826974267965,-0.015099492781896207,0.06837843833185453,2.499999999999999,6.163999999999987
1997,6.5,34.739999999999995,76.96000000000001,12.4,29.8,22.0,20.2,7.5,5.6,25.7,-8.5,4.2,25.68,74.37,12.3,27.9,22.2,17.2,8.1,3.5,24.8,-9.7,home_normal_win,3.0,0.005443828761883707,-0.20158876352751554,0.03293676954438707,0.015530787502283927,0.03348513341495499,-0.5999999999999996,0.7920000000000016
1997,6.8,37.0,78.45,10.5,25.8,24.3,18.4,7.4,4.9,23.6,-5.1,7.2,37.45,69.28999999999999,14.1,29.0,21.0,17.6,8.2,4.8,25.9,2.8,away_normal_win,0.7999999999999972,0.05223552932097353,0.12747035573122556,0.01638331497533646,-0.08756067383648997,-0.03153903867950128,-0.7999999999999989,3.495999999999995
1997,4.8,27.72,74.53999999999999,12.8,28.3,20.9,19.9,8.2,4.7,24.1,-7.0,7.9,39.17999999999999,66.15,12.4,28.2,24.0,17.2,8.7,5.2,22.4,3.1,home_normal_win,2.6999999999999993,-0.03550698365023364,-0.34509758092789533,-0.04413113688917769,0.007526817282914877,-0.06219861002286903,-0.5,3.4120000000000203
1997,8.0,37.92,81.06,13.7,26.6,18.1,19.4,9.9,5.5,25.4,-3.2,7.5,44.120000000000005,76.06,10.0,27.0,24.0,13.6,7.2,4.0,21.8,1.1,home_close_win,5.799999999999999,-0.0241902393180069,-0.8317161916312915,-0.038298204761263666,0.0633852928934896,0.04191826768852833,2.7,5.996000000000009
1997,8.0,47.160000000000004,77.25999999999999,10.9,27.7,17.1,14.7,5.6,2.6,19.9,5.7,5.4,31.759999999999998,73.74000000000001,11.1,26.6,21.4,15.3,9.2,5.4,21.3,-9.3,home_normal_win,-0.6000000000000014,0.0719313057443341,-0.2354275043350671,0.015003424339309068,0.004584192439862522,0.008369842411560857,-3.5999999999999996,-3.612000000000023
1997,3.3,37.44,74.15,13.3,29.7,16.5,14.4,7.1,4.2,22.0,-1.9,7.5,42.35,71.89,11.3,28.5,22.3,14.9,6.9,4.9,22.5,9.1,home_normal_win,-0.5,-0.028076180199650858,-0.3508109619686801,0.05074120082815731,0.042572062084257234,-0.1017474120082816,0.1999999999999993,5.420000000000002
1997,3.7,32.82,72.16,12.3,28.3,19.4,16.5,7.5,7.6,26.4,-3.7,6.7,37.17,71.39,10.6,29.1,24.8,15.4,11.3,5.5,21.8,11.5,away_normal_win,1.0999999999999996,-0.07015269822669168,-0.4346320346320347,-0.03265195034004731,0.024607876010580787,-0.09310838514968361,-3.8000000000000007,-1.5000000000000142
1997,4.9,23.79,67.92999999999999,14.6,24.2,20.9,15.6,8.4,4.7,20.4,-7.9,6.0,30.71,74.84,13.3,33.5,19.5,17.5,6.6,5.6,23.2,5.3,away_normal_win,-1.9000000000000004,-0.02744860717055042,0.22545787545787532,-0.0408987209588485,-0.05113236313236319,0.013892861181134308,1.8000000000000007,-5.396000000000001
1997,3.4,33.89,72.92999999999999,12.4,32.9,25.0,16.1,8.0,6.3,24.6,7.8,6.3,34.959999999999994,76.89000000000001,11.4,29.8,22.4,20.2,7.4,5.5,25.4,-7.4,home_close_win,-4.099999999999998,0.029787602342255304,0.44388413996679166,0.06188184977278799,0.03650251944411753,-0.0968398229825656,0.5999999999999996,-4.019999999999996
1997,3.9,33.730000000000004,72.1,13.9,28.2,18.8,17.3,9.9,5.4,25.1,-0.9,7.8,37.9,71.0,13.5,28.7,21.3,17.5,8.2,5.5,25.6,3.5,away_normal_win,-0.1999999999999993,-0.026488506862381078,-0.13043765483071845,0.059559906848533795,0.0025500726179619737,-0.11301902634538916,1.700000000000001,1.367999999999995
1997,4.8,35.059999999999995,70.2,11.6,30.4,19.7,17.6,8.1,4.8,25.3,-1.7,4.2,34.56,73.64,11.2,27.9,21.0,15.12,5.6,4.2,24.9,-9.280000000000001,home_normal_win,2.480000000000002,0.0005947567277062582,-0.2695707070707074,0.052308628948543046,0.024440116845180104,0.033105255147150625,2.5,-1.2199999999999989
1997,6.9,37.46,80.59,11.3,25.3,24.1,17.7,8.2,5.2,23.3,-5.2,6.3,32.7,70.52000000000001,19.8,28.2,19.8,18.8,8.6,7.6,23.5,-6.9,home_normal_win,-1.1000000000000014,0.0906729511437478,0.308390431542253,0.006432164326901191,-0.1529484408768138,0.009332772490667218,-0.40000000000000036,0.8719999999999999
1997,5.2,32.45,72.78999999999999,12.2,29.6,21.8,19.6,8.3,4.5,23.4,-3.2,8.1,34.07000000000001,75.16,13.4,30.5,24.4,18.3,8.5,4.8,19.2,6.1,away_blowout_win,1.3000000000000007,-0.03992335904956856,-0.22108843537414957,-0.1084613843379621,-0.025913621262458497,-0.10458980010172159,-0.1999999999999993,-1.2280000000000086
1997,8.2,39.32,71.50999999999999,14.5,28.3,20.2,21.4,9.5,4.7,21.7,-1.3,5.9,33.65,69.1,16.5,28.1,17.5,16.8,8.1,4.6,19.9,2.0,home_normal_win,4.599999999999998,0.0400663003566083,-0.09774143302180671,0.08855424118858252,-0.027927984574111386,0.043066736646614756,1.4000000000000004,6.884
1997,6.1,29.720000000000006,71.28,11.9,28.8,16.5,16.0,7.4,5.6,19.1,-2.3,4.9,29.99,67.07,13.9,29.4,22.2,14.8,8.2,5.8,21.9,0.6,home_blowout_win,1.1999999999999993,-0.016939403469713565,-0.4687499999999998,0.038614549128567766,-0.037391338863970114,0.0824387471583733,-0.7999999999999989,-8.531999999999982
1997,8.0,46.71,78.78999999999999,10.8,27.8,17.3,14.4,5.3,2.7,19.1,6.4,7.9,38.29,64.15,12.3,27.5,23.5,16.8,9.0,5.2,22.2,0.8,away_normal_win,-2.4000000000000004,0.01854818319497953,-0.19742063492063489,-0.06406989191615736,-0.024748832878638882,-0.031214820953762212,-3.7,-9.147999999999996
1997,4.6,33.839999999999996,68.89,12.3,30.9,20.3,17.2,8.2,4.9,25.1,0.3,6.4,34.559999999999995,71.15,10.8,26.5,21.5,14.8,9.3,5.3,21.9,-8.6,home_normal_win,2.3999999999999986,0.02581893317626255,-0.27247014456316765,0.11180518309344425,0.05801750352295487,-0.057911772021040975,-1.1000000000000014,0.6000000000000085
1997,6.1,33.36,65.5,11.8,28.8,22.4,18.0,8.0,4.0,24.6,-4.1,5.8,33.75,73.4,12.9,32.4,24.9,13.1,6.9,4.3,20.3,16.2,away_normal_win,4.9,-0.009085579095364116,-0.6563189143341814,0.05272583585076418,-0.042384192193756276,0.024125909780378096,1.0999999999999996,-0.16399999999998727
1997,7.3,37.94,76.97999999999999,10.7,30.1,22.3,20.3,6.9,5.2,26.6,-8.1,3.8,30.6,72.18,12.7,28.2,19.9,16.7,8.0,7.8,26.7,-4.8,away_close_win,3.6000000000000014,0.032866305781740435,-0.093094598979381,0.0018621884013185763,-0.02166470461043174,0.10290482076637825,-1.0999999999999996,0.9719999999999942
1997,3.7,35.239999999999995,74.17999999999999,12.6,32.7,26.1,15.9,8.4,6.1,24.3,7.7,4.3,37.3,73.91,14.1,28.1,18.8,17.0,8.9,5.1,24.2,-1.8,home_normal_win,-1.0999999999999996,0.04429525255558886,0.5356270810210877,0.043921267771091566,0.008300258300258267,-0.01877042826432676,-0.5,1.0080000000000098
1997,6.4,32.53,73.89000000000001,14.5,31.7,20.0,17.0,6.8,5.3,22.1,6.3,6.8,38.78,78.99,12.0,27.4,24.0,16.4,7.4,5.2,23.3,-4.1,home_blowout_win,0.6000000000000014,-0.023616423288579047,-0.2869440459110475,0.04842364532019705,0.0714625101718705,0.043308437946925155,-0.6000000000000005,-4.456000000000003
1997,7.0,38.46,71.47,10.9,29.1,24.5,15.5,11.0,6.1,21.5,10.7,4.5,28.7,74.36,11.2,28.9,21.2,16.8,8.4,3.3,23.1,-7.6,home_normal_win,-1.3000000000000007,0.0676604790323756,0.31874039938556065,0.12050425719318847,-0.004046286020674084,0.045394769035036225,2.5999999999999996,-1.9920000000000186
1997,5.1,36.76,76.84,12.1,30.9,21.1,23.5,7.6,5.7,28.8,0.3,4.2,32.5,73.41,11.1,27.9,20.8,15.12,5.6,4.1,24.1,-11.26,home_normal_win,8.38,0.05361655806445553,-0.4777890352358438,0.06170606619403751,0.0382142857142857,0.03476231095128712,2.0,1.4919999999999902
1997,8.2,39.57,71.83,14.5,28.1,20.4,21.3,9.2,4.7,20.8,-1.4,6.6,35.239999999999995,69.96000000000001,10.7,26.6,21.5,14.0,8.7,5.1,22.3,-7.7,home_normal_win,7.300000000000001,0.03816135923461039,-0.5779678068410464,0.13300865800865802,0.07702485765169187,0.03015873015873019,0.5,5.567999999999998
1997,5.1,31.070000000000004,69.72,12.7,28.7,21.5,16.5,8.6,6.1,21.5,-0.8,8.4,35.42999999999999,75.01,13.5,31.3,25.1,18.5,8.4,4.7,19.1,8.5,away_close_win,-2.0,-0.06551857974656772,-0.053726453726453904,-0.1358046211920848,-0.03126884963377852,-0.11616094828208032,0.1999999999999993,-1.4680000000000035
1997,8.1,39.21,71.55,12.7,28.9,20.6,17.5,8.5,5.5,25.7,4.4,5.3,33.029999999999994,73.66,12.5,29.3,21.2,19.0,8.1,4.1,23.6,-6.8,home_close_win,-1.5,0.020348401260265603,0.061353383458646826,-0.022632094805310532,0.0004485852311938987,0.07353164163192441,0.40000000000000036,-6.332000000000008
1997,7.6,44.65,71.01,10.6,28.6,22.2,14.7,6.9,4.9,22.7,8.0,6.2,34.440000000000005,70.6,16.1,28.3,18.3,16.7,8.5,4.5,19.6,1.5,away_close_win,-2.0,0.049541040227987554,0.41439569839912016,-0.03844338201321784,-0.08768539765244443,0.0025361081537133012,-1.5999999999999996,-4.668000000000006
1997,3.6,40.83,72.65,13.4,29.9,16.2,13.8,6.8,4.0,21.4,1.0,7.4,43.53,75.36,9.5,27.8,23.3,14.3,7.0,4.5,22.0,-0.3,away_normal_win,-0.5,-0.03874311253712026,-0.4554575858923686,-0.01406466175125859,0.08412596717756637,-0.09609860730104663,-0.20000000000000018,1.2079999999999984
1997,3.8,31.2,72.30999999999999,12.7,27.6,20.1,17.4,7.8,7.4,26.4,-4.2,8.1,38.42,79.92,14.0,26.2,18.1,18.9,10.1,5.1,24.4,-3.2,home_normal_win,-1.5,-0.005380949603643215,0.19750045612114586,0.06714652082123074,-0.010060312438204433,-0.12212193774175728,-2.3,1.2439999999999856
1997,5.3,26.46,69.51,14.5,23.1,21.5,15.5,8.1,4.6,22.0,-8.0,5.7,35.71,73.13000000000001,13.6,32.6,25.2,13.6,6.6,4.3,20.6,16.3,away_normal_win,1.9000000000000004,-0.03615122895033407,-0.4658444022770398,0.0009162053827065919,-0.06271658075750475,0.07118915823630467,1.5,-6.8799999999999955
1997,4.9,39.15,73.22999999999999,13.7,26.9,19.1,17.2,9.1,5.4,24.2,-4.6,5.9,30.330000000000002,72.07,20.7,28.3,20.7,17.5,8.7,7.5,24.7,-6.2,away_normal_win,-0.3000000000000007,0.03960249569432078,-0.07239202657807287,0.04065788479172633,-0.10868347338935574,-0.03317232753912128,0.40000000000000036,-3.6119999999999806
1997,7.6,44.4,78.01,11.1,27.3,16.9,14.3,5.7,2.5,20.2,3.7,4.1,31.98,72.91,10.6,28.4,20.9,14.719999999999999,5.2,3.7,24.4,-10.84,home_blowout_win,-0.41999999999999815,0.03719920119712394,-0.2380187747035576,0.0005072661503046638,0.0013292809191409738,0.08166635181181475,0.5,-6.47999999999999
1997,7.6,38.709999999999994,61.40999999999999,11.3,27.7,23.6,17.2,9.1,4.7,21.9,0.5,7.2,36.269999999999996,75.86999999999999,10.4,29.5,21.9,19.8,7.1,5.4,26.9,-7.1,home_normal_win,-2.6000000000000014,0.015407636398572677,0.2660324171952082,0.028353512021951077,0.003994905048633646,0.008763906759473084,2.0,-4.639999999999986
1997,6.8,38.78,78.01,12.4,26.0,23.9,15.7,7.6,4.6,23.4,-6.4,6.8,33.55,73.03999999999999,14.9,31.4,20.8,16.4,7.0,4.9,22.7,9.0,home_blowout_win,-0.6999999999999993,0.014966338117215816,0.2540003107037436,-0.011027829125623556,-0.08119815565305732,-0.04647261401331948,0.5999999999999996,4.400000000000006
1997,6.9,37.2,71.22,10.9,29.9,24.0,16.0,11.2,5.8,21.0,10.1,4.0,38.57,75.3,12.5,32.7,27.2,16.0,8.5,6.3,24.1,9.7,away_normal_win,0.0,-0.002901603249071183,-0.19999999999999996,0.014606520240323051,-0.044811320754717,0.10786302898978956,2.6999999999999993,1.9840000000000089
1997,6.2,34.00000000000001,73.28,15.4,28.3,17.8,17.5,7.8,4.5,19.4,0.6,5.3,30.53,67.0,12.5,29.0,23.2,17.8,8.3,4.1,24.6,-4.1,away_normal_win,-0.3000000000000007,-0.03795887322703467,-0.28622792937399666,-0.06380758900327355,0.04047429782723899,0.028121144944253468,-0.5000000000000009,-4.224000000000004
1997,7.5,36.19,81.38,14.3,25.5,17.0,19.0,9.9,4.8,23.9,-4.2,8.4,36.29,75.93,12.2,31.2,25.1,18.8,8.4,4.1,18.4,8.3,home_normal_win,0.1999999999999993,-0.085927790812666,-0.44036954087346036,-0.10434678767614042,-0.00932171276998861,-0.03331741103415331,1.5,-4.963999999999999
1997,4.4,43.82,76.95,12.8,32.8,27.7,15.8,8.3,6.1,24.1,10.9,7.2,44.92,76.97,9.6,27.0,23.5,14.9,7.3,4.4,21.8,-1.1,home_normal_win,0.9000000000000004,0.025930135787335384,0.17598334890833378,0.04642807148523165,0.09519294586138244,-0.0916533163278532,1.0000000000000009,4.34399999999998
1997,5.3,38.190000000000005,74.92,12.5,31.0,21.5,21.7,7.6,5.8,28.3,1.2,8.0,38.57000000000001,70.44,11.9,30.8,20.2,18.0,7.9,5.5,24.9,3.7,away_blowout_win,3.6999999999999993,0.02077588586217538,-0.13143881208397334,0.06527862133142959,0.01129432538208519,-0.08688247432933044,-0.3000000000000007,2.4040000000000106
1997,6.3,31.840000000000003,71.17,12.2,29.5,16.4,16.8,7.8,5.9,19.3,1.3,4.8,31.570000000000004,74.56,12.5,29.2,20.5,17.9,8.0,3.9,22.2,-5.9,home_normal_win,-1.0999999999999979,-0.006016019591831956,-0.16906092045756882,0.016833244781276346,-0.002933057280883389,0.07089678171750888,-0.20000000000000018,-8.49600000000001
1997,7.4,44.37,68.58,10.2,27.1,21.7,14.5,7.5,4.7,22.6,6.0,7.7,36.05,80.28,14.0,26.7,17.8,18.2,9.2,4.6,23.9,-2.0,home_normal_win,-3.6999999999999993,0.027196326167739815,0.5185297461159528,-0.012638803590460379,-0.06420983917868373,-0.047091005202301334,-1.6999999999999993,-6.155999999999992
1997,3.6,43.21,73.11000000000001,13.0,29.7,16.2,14.4,7.0,4.0,20.5,0.1,6.1,38.95,74.13000000000001,13.4,32.8,25.3,13.1,6.4,4.3,20.2,16.0,away_close_win,1.3000000000000007,-0.03496254484068362,-0.8062977099236641,0.026399491094147576,-0.027062077629965875,-0.05705198109778262,0.5999999999999996,-3.4799999999999898
1997,3.9,32.06,72.14,12.6,27.5,21.2,17.8,7.6,7.1,26.5,-2.2,4.1,31.690000000000005,73.03999999999999,11.4,27.6,20.6,14.279999999999998,5.4,3.1,24.5,-10.719999999999999,away_normal_win,3.520000000000003,0.012372677629973183,-0.25156579485726915,0.04518409047098887,0.02037370985688519,-0.009744265244490125,2.1999999999999993,3.6599999999999966
1997,4.8,38.92999999999999,71.85,13.9,26.5,18.3,18.1,9.3,5.6,25.8,-6.4,7.4,45.290000000000006,78.05,10.1,26.3,23.3,15.5,7.4,4.3,21.5,-1.9,home_normal_win,2.6000000000000014,-0.03953603112842996,-0.4921760826947068,0.01711801024416726,0.06981486012560151,-0.06243108453967003,1.9000000000000004,4.731999999999985
1997,7.4,38.76,59.90999999999999,11.2,28.7,24.6,16.7,9.0,4.7,21.9,2.5,6.7,36.089999999999996,71.02000000000001,10.9,29.8,23.5,15.9,10.1,5.8,21.1,7.9,home_close_win,0.7999999999999989,-0.010284867817299537,-0.004933529168078765,-0.028619264285738633,-0.0020817935452082104,0.011409134817231992,-1.0999999999999996,-2.2319999999999993
1997,6.4,37.660000000000004,79.92,13.1,27.4,23.3,15.8,8.2,5.6,24.2,-1.7,7.1,35.6,78.64,10.9,29.1,21.9,18.8,6.9,5.1,26.5,-9.0,home_normal_win,-3.0,0.03689371909043493,0.3097899272825211,0.02405471093839001,0.025831240023263535,-0.04927402306416703,1.299999999999999,-2.7439999999999856
